loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken
LOAN008038,CUST06563,Vehicle,Unsecured,139212.64,7.59,24,6270.21,2020-06-16,2022-06-06,Monthly,Closed,223,80393.51,136629.73,8,46762.48,LO156,BR20,False
LOAN008039,CUST01611,Home,Secured,533828.99,21.28,12,49778.6,2023-02-10,2024-02-05,Monthly,Closed,141,431403.92,617289.75,2,40995.23,LO178,BR36,False
LOAN008040,CUST09125,Travel,Unsecured,226233.81,11.92,84,3983.97,2018-06-11,2025-05-05,Monthly,Defaulted,132,85478.86,161435.48,5,17604.93,LO184,BR36,False
LOAN008041,CUST09996,Wedding,Secured,335287.73,19.12,12,30918.18,2018-10-13,2019-10-08,Quarterly,Active,236,213021.43,397245.42,2,42104.53,LO100,BR44,False
LOAN008042,CUST02365,Personal,Unsecured,253014.78,18.86,120,4699.96,2018-10-29,2028-09-06,Monthly,Closed,107,243043.66,333987.0,14,2741.46,LO141,BR12,False
LOAN008043,CUST09531,Personal,Unsecured,241229.15,11.1,120,3336.6,2023-09-10,2033-07-19,Monthly,Defaulted,167,15577.5,120285.49,11,32319.58,LO194,BR45,True
LOAN008044,CUST08264,Medical,Unsecured,70372.16,10.35,240,695.51,2018-07-07,2038-03-24,Monthly,Closed,145,47314.53,129761.12,8,30939.29,LO138,BR34,False
LOAN008045,CUST00043,Education,Unsecured,411075.51,14.8,240,5352.35,2020-03-26,2039-12-12,Monthly,Closed,156,299665.02,419962.64,3,47528.12,LO115,BR35,True
LOAN008046,CUST02369,Personal,Secured,317156.97,12.05,60,7063.0,2020-03-21,2025-02-23,Monthly,Active,208,17105.12,235128.1,14,38606.71,LO110,BR22,False
LOAN008047,CUST05922,Medical,Secured,111816.04,20.76,240,1966.47,2022-06-22,2042-03-09,Monthly,Active,110,77569.28,155844.48,1,45297.74,LO154,BR15,True
LOAN008048,CUST07068,Personal,Unsecured,617847.17,20.65,24,31642.36,2018-12-09,2020-11-28,Monthly,Active,148,352169.39,1160975.82,1,44709.68,LO185,BR32,False
LOAN008049,CUST06977,Travel,Unsecured,71697.17,18.46,84,1526.31,2020-04-18,2027-03-13,Monthly,Active,225,20472.19,78115.57,14,43579.32,LO195,BR20,False
LOAN008050,CUST00162,Vehicle,Secured,383457.87,6.83,36,11810.28,2022-05-24,2025-05-08,Monthly,Closed,148,128009.77,254003.61,12,26858.93,LO148,BR50,True
LOAN008051,CUST04540,Business,Unsecured,406799.17,19.61,12,37607.75,2020-05-20,2021-05-15,Quarterly,Active,40,257126.55,539878.99,1,25587.44,LO176,BR41,False
LOAN008052,CUST05656,Vehicle,Unsecured,285024.45,16.67,60,7033.12,2023-05-24,2028-04-27,Quarterly,Active,97,144998.93,525378.45,10,36819.76,LO111,BR16,True
LOAN008053,CUST01644,Business,Unsecured,2618627.8,14.62,36,90289.06,2021-08-29,2024-08-13,Monthly,Active,181,2398048.62,945146.5,1,25927.4,LO111,BR38,False
LOAN008054,CUST06297,Medical,Unsecured,2615975.73,12.55,24,123816.04,2018-04-09,2020-03-29,Quarterly,Active,126,2540806.9,2795707.45,16,41542.55,LO145,BR38,False
LOAN008055,CUST07589,Travel,Secured,126718.86,16.06,36,4458.81,2022-09-23,2025-09-07,Monthly,Defaulted,198,75682.5,56162.49,8,10896.68,LO126,BR36,True
LOAN008056,CUST09613,Education,Unsecured,148300.35,,60,3185.35,2018-03-31,2023-03-05,Quarterly,Active,17,74231.04,,,,LO136,BR39,True
LOAN008057,CUST02004,Wedding,Secured,344900.57,15.43,240,4651.57,2021-07-05,2041-03-22,Monthly,Active,17,241478.88,535584.32,2,23768.07,LO102,BR28,False
LOAN008058,CUST04895,Business,Unsecured,146208.41,16.59,84,2953.35,2018-09-04,2025-07-29,Quarterly,Closed,52,1010.15,234923.6,8,25311.81,LO181,BR37,False
LOAN008059,CUST08131,Personal,Secured,442701.74,16.99,12,40374.4,2020-06-22,2021-06-17,Monthly,Under Review,61,339246.94,31881.13,15,39898.43,LO140,BR34,False
LOAN008060,CUST04525,Personal,Unsecured,2438658.26,13.02,48,65447.3,2020-09-23,2024-09-02,Monthly,Closed,122,26884.71,1468205.4,1,528.63,LO118,BR20,False
LOAN008061,CUST08866,Personal,Secured,310138.29,7.58,120,3694.36,2022-03-13,2032-01-20,Monthly,Closed,76,196121.48,126877.79,13,40934.9,LO198,BR12,False
LOAN008062,CUST02547,Vehicle,Unsecured,418900.26,,48,11233.89,2019-02-04,2023-01-14,Monthly,Active,230,94274.12,,,,LO138,BR22,False
LOAN008063,CUST03846,Business,Unsecured,93373.0,20.47,36,3492.48,2019-04-07,2022-03-22,Monthly,Defaulted,220,84855.36,86406.49,18,12380.93,LO117,BR31,False
LOAN008064,CUST06499,Vehicle,Unsecured,146217.4,14.82,36,5055.8,2022-06-07,2025-05-22,Monthly,Closed,38,45529.52,20525.06,19,18169.75,LO154,BR36,False
LOAN008065,CUST04346,Education,Secured,53651.37,7.11,48,1287.49,2020-08-25,2024-08-04,Monthly,Active,24,11619.86,52704.03,8,22206.38,LO177,BR34,False
LOAN008066,CUST07026,Personal,Secured,216663.18,12.3,180,2642.29,2023-05-15,2038-02-25,Monthly,Closed,237,201323.35,317820.89,4,26381.96,LO198,BR13,False
LOAN008067,CUST08360,Personal,Unsecured,742983.49,16.04,12,67425.59,2024-03-28,2025-03-23,Monthly,Active,49,205189.54,738370.38,13,16106.83,LO179,BR46,False
LOAN008068,CUST09357,Education,Unsecured,113547.99,10.84,36,3708.82,2021-03-24,2024-03-08,Monthly,Closed,145,52884.5,147808.05,4,35048.51,LO152,BR26,False
LOAN008069,CUST08810,Personal,Unsecured,422507.38,9.41,60,8854.87,2021-12-20,2026-11-24,Monthly,Closed,231,255848.29,656595.83,18,15719.64,LO184,BR27,False
LOAN008070,CUST05566,Personal,Unsecured,229520.18,15.46,12,20765.96,2023-01-22,2024-01-17,Bi-Annual,Closed,183,173432.04,427608.44,14,22732.68,LO174,BR34,True
LOAN008071,CUST04333,Medical,Unsecured,318844.61,15.92,12,28916.98,2020-08-20,2021-08-15,Monthly,Closed,197,215596.72,537184.01,2,34270.93,LO155,BR49,True
LOAN008072,CUST03768,Education,Secured,1473247.43,13.62,180,19245.16,2022-08-17,2037-05-30,Bi-Annual,Active,8,35192.28,2502319.89,5,32332.36,LO172,BR41,False
LOAN008073,CUST06444,Education,Secured,685548.65,7.93,240,5704.37,2019-11-20,2039-08-07,Monthly,Under Review,203,677979.3,426882.12,16,21402.3,LO157,BR44,True
LOAN008074,CUST02780,Home,Unsecured,228989.23,17.95,180,3679.46,2021-12-09,2036-09-21,Monthly,Active,74,177436.47,163502.35,5,37096.05,LO152,BR47,False
LOAN008075,CUST05078,Vehicle,Secured,199125.19,18.22,240,3106.88,2020-09-14,2040-06-01,Monthly,Active,120,123685.98,114226.43,13,46129.19,LO166,BR33,True
LOAN008076,CUST01462,Business,Unsecured,149317.64,12.56,24,7068.01,2018-02-22,2020-02-12,Bi-Annual,Closed,212,76312.62,255200.14,3,47478.03,LO154,BR32,False
LOAN008077,CUST05138,Home,Secured,1206258.92,6.64,84,17994.13,2020-09-30,2027-08-25,Bi-Annual,Active,134,1201432.92,930506.59,14,49487.91,LO178,BR13,False
LOAN008078,CUST06584,Vehicle,Unsecured,494308.66,16.38,36,17471.3,2020-12-31,2023-12-16,Monthly,Closed,14,184818.94,8358.57,12,37759.42,LO173,BR13,True
LOAN008079,CUST05985,Wedding,Secured,600213.2,21.66,48,18799.75,2019-05-30,2023-05-09,Monthly,Closed,47,433498.52,110602.12,15,16696.5,LO101,BR26,False
LOAN008080,CUST00747,Vehicle,Secured,166408.35,14.05,48,4551.53,2022-11-09,2026-10-19,Quarterly,Defaulted,83,149552.09,42062.8,13,20826.25,LO106,BR40,False
LOAN008081,CUST02245,Vehicle,Unsecured,313861.24,,84,6443.06,2018-01-16,2024-12-10,Monthly,Active,30,32608.68,,,,LO159,BR49,False
LOAN008082,CUST01408,Home,Unsecured,269124.22,14.67,36,9285.85,2019-11-23,2022-11-07,Monthly,Active,21,177920.03,315919.59,19,42990.3,LO171,BR36,False
LOAN008083,CUST03596,Wedding,Secured,100546.6,10.18,24,4648.07,2022-12-10,2024-11-29,Monthly,Closed,21,79219.17,16054.9,3,9077.5,LO122,BR19,False
LOAN008084,CUST09232,Personal,Unsecured,109028.79,11.77,48,2858.85,2020-08-25,2024-08-04,Monthly,Closed,72,45834.78,142297.84,11,2685.04,LO164,BR36,True
LOAN008085,CUST06074,Personal,Unsecured,92585.96,,84,2134.17,2020-02-04,2026-12-29,Monthly,Active,123,65447.17,,,,LO115,BR18,False
LOAN008086,CUST05854,Business,Unsecured,257060.73,15.73,60,6214.4,2019-06-10,2024-05-14,Bi-Annual,Active,173,33174.93,399278.34,1,13846.44,LO151,BR33,False
LOAN008087,CUST04370,Personal,Secured,85843.38,,180,891.74,2022-07-03,2037-04-15,Monthly,Active,221,12913.94,,,,LO101,BR38,False
LOAN008088,CUST07195,Personal,Unsecured,1172642.85,7.27,120,13779.12,2019-06-19,2029-04-27,Monthly,Active,153,838372.18,2110437.82,13,37387.3,LO133,BR43,True
LOAN008089,CUST07535,Medical,Unsecured,975913.37,7.33,120,11497.86,2023-01-19,2032-11-27,Monthly,Defaulted,124,89847.6,905855.81,5,1218.21,LO114,BR49,False
LOAN008090,CUST09976,Education,Secured,144205.0,14.26,12,12965.4,2019-07-07,2020-07-01,Monthly,Closed,82,33002.78,112904.05,1,46366.63,LO197,BR41,False
LOAN008091,CUST08715,Home,Unsecured,94969.87,8.13,48,2324.29,2023-10-21,2027-09-30,Monthly,Active,209,23250.94,62360.13,17,19528.57,LO131,BR36,True
LOAN008092,CUST08993,Education,Secured,312730.27,19.41,36,11528.38,2023-03-16,2026-02-28,Monthly,Active,85,177902.84,113697.45,1,37465.39,LO163,BR17,True
LOAN008093,CUST08408,Personal,Secured,305212.55,11.81,120,4345.46,2018-04-17,2028-02-24,Monthly,Active,140,223148.15,203600.99,11,40695.36,LO175,BR50,False
LOAN008094,CUST01273,Vehicle,Unsecured,217133.31,,120,3171.98,2019-06-17,2029-04-25,Monthly,Closed,137,156526.29,,,,LO190,BR34,False
LOAN008095,CUST01453,Business,Unsecured,492909.37,11.84,48,12941.51,2020-01-26,2024-01-05,Monthly,Active,72,469303.24,898882.49,9,20581.26,LO182,BR45,False
LOAN008096,CUST07833,Personal,Secured,135603.47,14.79,12,12225.91,2021-05-23,2022-05-18,Monthly,Under Review,67,29710.22,264047.47,11,21430.78,LO154,BR19,False
LOAN008097,CUST03215,Education,Unsecured,292102.76,21.97,120,6031.71,2018-02-27,2028-01-06,Bi-Annual,Active,217,181708.9,527017.33,15,7976.57,LO134,BR46,False
LOAN008098,CUST04550,Personal,Unsecured,134544.99,20.4,12,12489.28,2018-03-08,2019-03-03,Monthly,Active,144,24328.78,18772.99,15,33699.75,LO185,BR35,True
LOAN008099,CUST08554,Home,Unsecured,126057.15,10.09,180,1361.57,2023-06-27,2038-04-09,Quarterly,Active,205,113920.08,35781.14,8,26404.89,LO105,BR45,False
LOAN008100,CUST03740,Education,Unsecured,435494.16,20.41,12,40427.29,2021-09-14,2022-09-09,Quarterly,Active,86,424849.5,720595.1,4,42009.68,LO137,BR49,True
LOAN008101,CUST05048,Home,Secured,290051.7,15.53,36,10130.18,2018-11-29,2021-11-13,Monthly,Active,148,23741.18,288894.53,19,46104.91,LO172,BR45,False
LOAN008102,CUST00268,Home,Unsecured,910429.57,17.83,84,19044.65,2018-10-13,2025-09-06,Monthly,Defaulted,101,774397.86,107907.71,7,36431.26,LO161,BR14,False
LOAN008103,CUST09857,Education,Unsecured,83563.76,14.57,36,2879.2,2018-01-16,2020-12-31,Monthly,Active,195,38957.03,54298.19,5,41603.6,LO105,BR46,False
LOAN008104,CUST02042,Education,Unsecured,91430.33,16.74,60,2259.52,2020-02-03,2025-01-07,Monthly,Active,40,65417.63,66661.91,6,35890.67,LO126,BR19,False
LOAN008105,CUST05788,Travel,Secured,734872.61,12.57,24,34788.94,2024-05-17,2026-05-07,Bi-Annual,Active,91,543330.17,943318.29,6,3935.02,LO170,BR44,False
LOAN008106,CUST07761,Personal,Secured,164002.41,10.87,180,1850.68,2020-08-29,2035-06-12,Monthly,Defaulted,170,73385.03,20973.19,6,43051.41,LO130,BR14,False
LOAN008107,CUST00969,Home,Unsecured,292200.9,14.3,12,26277.14,2020-12-19,2021-12-14,Monthly,Closed,88,166511.72,527672.77,1,11037.53,LO139,BR10,False
LOAN008108,CUST09147,Home,Unsecured,345111.9,13.87,84,6442.64,2018-02-16,2025-01-10,Bi-Annual,Active,194,51805.35,61246.34,1,9115.78,LO112,BR42,False
LOAN008109,CUST04211,Education,Unsecured,196095.28,12.63,240,2245.91,2024-06-12,2044-02-28,Monthly,Active,71,192182.22,149126.75,0,26493.03,LO100,BR38,True
LOAN008110,CUST01390,Travel,Unsecured,212778.55,18.73,60,5488.03,2024-06-14,2029-05-19,Monthly,Active,89,203427.47,16232.97,9,23393.24,LO130,BR16,False
LOAN008111,CUST08523,Personal,Unsecured,297056.4,17.62,48,8667.16,2022-08-19,2026-07-29,Bi-Annual,Closed,162,293517.69,353933.14,16,26156.51,LO108,BR41,False
LOAN008112,CUST08851,Travel,Secured,139404.77,10.95,240,1434.18,2021-12-12,2041-08-29,Monthly,Active,116,88030.27,250411.37,9,42706.2,LO112,BR50,True
LOAN008113,CUST01648,Home,Secured,226125.57,9.56,12,19833.79,2022-09-09,2023-09-04,Quarterly,Active,106,201418.04,396132.13,14,16413.18,LO109,BR35,False
LOAN008114,CUST04726,Medical,Unsecured,564807.35,6.57,60,11069.63,2023-04-01,2028-03-05,Monthly,Active,204,202483.56,515419.23,10,15130.85,LO147,BR44,True
LOAN008115,CUST09954,Personal,Unsecured,231653.09,,48,7259.55,2024-04-02,2028-03-12,Monthly,Active,7,31045.16,,,,LO145,BR19,True
LOAN008116,CUST05179,Medical,Unsecured,105864.35,11.95,48,2785.22,2024-05-16,2028-04-25,Quarterly,Active,11,13426.59,43421.26,7,13392.91,LO162,BR17,True
LOAN008117,CUST01225,Business,Unsecured,445230.33,15.99,240,6190.95,2022-01-07,2041-09-24,Bi-Annual,Active,128,305070.21,122746.26,4,7147.39,LO196,BR32,False
LOAN008118,CUST04947,Education,Secured,457484.17,18.09,24,22859.39,2022-04-05,2024-03-25,Monthly,Active,64,453939.38,506784.64,8,38566.18,LO181,BR35,True
LOAN008119,CUST01945,Personal,Secured,187377.88,9.69,24,8619.75,2021-01-29,2023-01-19,Monthly,Active,166,51678.23,76198.96,14,30897.99,LO161,BR30,False
LOAN008120,CUST06812,Business,Secured,37587.09,16.85,36,1337.28,2021-12-24,2024-12-08,Bi-Annual,Active,218,21905.87,35074.23,0,48432.35,LO106,BR42,True
LOAN008121,CUST02017,Education,Secured,318408.05,8.27,120,3908.74,2023-11-17,2033-09-25,Bi-Annual,Active,220,257048.75,619289.25,4,48485.88,LO108,BR45,False
LOAN008122,CUST05419,Vehicle,Unsecured,1688933.06,8.0,180,16140.32,2019-01-10,2033-10-23,Quarterly,Closed,148,419851.61,450731.64,11,8319.52,LO168,BR34,False
LOAN008123,CUST08718,Personal,Unsecured,501077.55,11.2,120,6959.19,2022-12-15,2032-10-23,Quarterly,Closed,231,282003.87,335461.1,17,4485.24,LO128,BR45,False
LOAN008124,CUST03807,Education,Unsecured,149441.17,11.46,12,13239.95,2018-09-20,2019-09-15,Bi-Annual,Active,12,15227.27,231594.6,15,17603.86,LO101,BR11,False
LOAN008125,CUST09341,Vehicle,Unsecured,56957.34,9.29,48,1425.24,2020-05-13,2024-04-22,Quarterly,Closed,105,40082.12,45027.87,13,29492.71,LO187,BR20,True
LOAN008126,CUST09179,Travel,Unsecured,144534.38,13.75,120,2222.46,2018-06-04,2028-04-12,Monthly,Defaulted,108,77692.59,163314.45,1,39167.36,LO184,BR20,False
LOAN008127,CUST02202,Travel,Secured,447036.31,16.07,240,6242.91,2020-06-29,2040-03-16,Bi-Annual,Closed,142,34611.62,30011.72,2,32436.02,LO160,BR37,True
LOAN008128,CUST00194,Personal,Unsecured,199801.04,20.86,24,10253.17,2019-10-22,2021-10-11,Monthly,Active,187,153115.23,40864.15,14,6562.78,LO164,BR24,False
LOAN008129,CUST08256,Business,Secured,626255.35,17.38,48,18193.98,2019-08-18,2023-07-28,Monthly,Defaulted,8,356039.63,682251.71,1,37615.19,LO139,BR27,False
LOAN008130,CUST07842,Personal,Unsecured,114999.47,14.6,36,3964.0,2024-04-16,2027-04-01,Monthly,Active,87,90721.97,14802.22,17,19352.54,LO178,BR40,False
LOAN008131,CUST03895,Education,Unsecured,116420.56,14.86,120,1868.3,2021-04-10,2031-02-17,Monthly,Closed,188,65407.87,201777.83,13,3704.52,LO102,BR16,False
LOAN008132,CUST00105,Vehicle,Unsecured,138919.68,15.4,120,2275.41,2021-05-06,2031-03-15,Monthly,Closed,165,83312.74,234725.44,6,33922.16,LO164,BR27,True
LOAN008133,CUST02742,Education,Secured,447214.96,10.96,36,14632.77,2019-12-13,2022-11-27,Monthly,Active,234,77578.98,1811.67,19,10114.36,LO123,BR17,True
LOAN008134,CUST07097,Education,Unsecured,244122.96,18.05,24,12193.52,2019-11-14,2021-11-03,Monthly,Closed,75,57856.97,31537.34,16,16666.34,LO196,BR15,False
LOAN008135,CUST07971,Business,Unsecured,174296.77,16.63,60,4297.12,2019-03-16,2024-02-18,Monthly,Closed,84,149006.78,273212.23,13,46885.97,LO132,BR24,False
LOAN008136,CUST03172,Medical,Unsecured,507059.04,14.07,24,24362.14,2020-05-18,2022-05-08,Monthly,Active,54,319228.59,708301.68,7,7254.73,LO144,BR35,False
LOAN008137,CUST09115,Personal,Secured,737326.31,,84,12168.23,2024-02-10,2031-01-04,Monthly,Active,158,185323.16,,,,LO148,BR25,True
LOAN008138,CUST07540,Home,Unsecured,73940.91,19.68,36,2735.87,2021-04-12,2024-03-27,Monthly,Defaulted,211,47755.96,30635.45,19,22254.83,LO101,BR15,False
LOAN008139,CUST04189,Business,Secured,612845.58,9.57,48,15417.1,2020-04-15,2024-03-25,Monthly,Active,22,517504.83,331181.9,8,13533.91,LO187,BR41,False
LOAN008140,CUST07136,Business,Unsecured,228454.68,9.56,48,5746.05,2020-06-10,2024-05-20,Monthly,Active,176,11450.4,259341.17,9,33761.04,LO190,BR38,False
LOAN008141,CUST06996,Travel,Unsecured,652528.86,8.77,60,13472.7,2019-06-08,2024-05-12,Monthly,Active,17,278286.14,409010.35,17,26435.6,LO179,BR37,True
LOAN008142,CUST01523,Personal,Secured,302205.85,21.94,12,28276.04,2019-01-18,2020-01-13,Monthly,Active,47,251529.81,132164.29,7,48033.18,LO137,BR21,True
LOAN008143,CUST08266,Personal,Secured,527173.39,10.29,24,24397.0,2020-09-21,2022-09-11,Monthly,Active,19,293423.85,316763.31,17,32235.91,LO129,BR34,True
LOAN008144,CUST08146,Business,Secured,109870.44,19.69,120,2100.78,2020-08-01,2030-06-10,Bi-Annual,Active,107,37300.96,213644.48,11,36967.02,LO119,BR10,False
LOAN008145,CUST07898,Personal,Unsecured,130300.24,7.04,120,1515.58,2018-06-02,2028-04-10,Quarterly,Active,146,126842.02,99274.94,9,9152.21,LO103,BR16,False
LOAN008146,CUST02791,Education,Secured,228799.73,17.46,180,3596.1,2018-09-09,2033-06-22,Monthly,Active,70,64582.3,328620.36,2,16702.57,LO115,BR43,False
LOAN008147,CUST09319,Business,Secured,77944.51,6.97,120,903.8,2018-07-26,2028-06-03,Quarterly,Active,213,42474.08,66415.35,16,4806.15,LO125,BR24,True
LOAN008148,CUST03458,Vehicle,Secured,107835.34,16.18,180,1597.33,2021-03-31,2036-01-12,Quarterly,Active,100,104602.15,19313.08,15,6804.03,LO105,BR33,True
LOAN008149,CUST06870,Education,Secured,624392.22,10.63,84,10570.03,2019-11-10,2026-10-04,Monthly,Active,144,279003.76,149588.95,10,371.29,LO119,BR40,False
LOAN008150,CUST05786,Wedding,Secured,82222.96,7.57,24,3702.62,2021-09-17,2023-09-07,Quarterly,Defaulted,54,71074.74,73573.47,5,2027.53,LO116,BR45,False
LOAN008151,CUST06039,Medical,Unsecured,128168.42,10.75,84,2177.74,2022-03-18,2029-02-09,Monthly,Active,202,49012.72,210661.05,7,20777.56,LO125,BR27,False
LOAN008152,CUST00498,Education,Secured,224356.68,8.43,84,3545.13,2018-01-06,2024-11-30,Monthly,Defaulted,106,35330.62,119446.62,13,15630.47,LO172,BR17,True
LOAN008153,CUST02229,Home,Unsecured,277052.47,9.91,60,5874.28,2020-02-17,2025-01-21,Monthly,Active,49,80287.7,299038.47,5,7179.93,LO198,BR39,True
LOAN008154,CUST01597,Wedding,Unsecured,82236.21,17.15,48,2379.32,2018-04-29,2022-04-08,Monthly,Active,107,22065.62,106846.45,15,26395.21,LO181,BR11,False
LOAN008155,CUST03242,Home,Secured,172666.69,19.41,120,3269.62,2019-06-13,2029-04-21,Monthly,Defaulted,8,162975.31,322458.0,13,31091.13,LO131,BR44,False
LOAN008156,CUST08059,Education,Unsecured,272682.75,13.29,24,13001.01,2020-03-25,2022-03-15,Monthly,Closed,161,168678.5,253263.02,14,36762.97,LO183,BR40,True
LOAN008157,CUST05376,Home,Unsecured,399454.13,12.97,24,18985.15,2018-01-08,2019-12-29,Monthly,Closed,143,206217.5,267017.44,7,37346.45,LO144,BR13,False
LOAN008158,CUST06063,Medical,Unsecured,117882.33,13.66,36,4009.5,2021-10-17,2024-10-01,Monthly,Active,167,13908.31,141995.39,9,21860.2,LO134,BR14,True
LOAN008159,CUST00799,Education,Unsecured,90804.5,13.8,180,1197.1,2023-08-26,2038-06-08,Monthly,Active,156,22682.15,53899.05,17,16969.83,LO106,BR26,False
LOAN008160,CUST06458,Education,Secured,102732.76,10.14,36,3321.65,2023-07-02,2026-06-16,Monthly,Active,87,24566.97,77757.49,8,34914.93,LO131,BR33,True
LOAN008161,CUST05391,Personal,Secured,242624.12,21.83,36,9244.6,2020-01-19,2023-01-03,Monthly,Defaulted,232,88438.05,195171.38,1,44661.36,LO147,BR10,False
LOAN008162,CUST05514,Wedding,Unsecured,178720.85,16.86,84,3637.86,2018-04-19,2025-03-13,Quarterly,Closed,61,83553.95,150977.92,9,35756.62,LO157,BR36,False
LOAN008163,CUST00107,Personal,Unsecured,245247.35,18.49,36,8926.68,2019-11-27,2022-11-11,Monthly,Active,141,34927.32,66574.27,15,48512.29,LO110,BR33,True
LOAN008164,CUST01878,Home,Unsecured,223549.69,13.36,12,20004.63,2018-04-08,2019-04-03,Monthly,Active,169,133210.14,47517.07,7,14966.57,LO129,BR45,True
LOAN008165,CUST00756,Vehicle,Unsecured,209066.88,18.29,48,6173.07,2023-01-30,2027-01-09,Monthly,Closed,82,64079.42,172404.56,8,33490.95,LO125,BR10,False
LOAN008166,CUST06242,Personal,Secured,219386.09,17.09,36,7831.54,2021-12-27,2024-12-11,Monthly,Active,93,127732.51,34615.28,7,38443.71,LO197,BR28,False
LOAN008167,CUST06248,Home,Unsecured,358567.23,19.32,180,6118.12,2019-09-20,2034-07-03,Monthly,Defaulted,183,214242.76,325809.2,11,14306.56,LO171,BR35,False
LOAN008168,CUST02233,Medical,Unsecured,615418.25,7.18,120,7202.75,2018-07-25,2028-06-02,Monthly,Active,51,21600.6,1163343.25,18,3699.14,LO133,BR46,True
LOAN008169,CUST04041,Home,Unsecured,299675.17,7.2,120,3510.45,2018-03-23,2028-01-30,Monthly,Active,56,93600.17,349440.28,13,40613.68,LO132,BR30,False
LOAN008170,CUST08718,Home,Secured,397263.22,15.32,84,7737.39,2019-12-07,2026-10-31,Monthly,Active,223,87522.45,8540.84,17,30758.76,LO162,BR40,True
LOAN008171,CUST08276,Business,Unsecured,110655.6,12.37,180,1354.51,2021-08-26,2036-06-08,Monthly,Defaulted,44,8641.27,108444.15,11,31882.27,LO120,BR31,True
LOAN008172,CUST07745,Personal,Secured,827486.18,18.94,120,15414.44,2022-01-03,2031-11-12,Quarterly,Active,124,751320.05,181922.89,12,21783.79,LO180,BR33,False
LOAN008173,CUST05082,Home,Unsecured,405196.52,9.07,60,8424.99,2022-05-29,2027-05-03,Monthly,Active,89,108398.22,378329.99,14,28437.48,LO159,BR30,True
LOAN008174,CUST00528,Personal,Unsecured,918250.48,10.38,24,42533.83,2020-05-17,2022-05-07,Monthly,Closed,39,661949.86,1789461.19,4,20409.04,LO170,BR21,True
LOAN008175,CUST08874,Personal,Unsecured,219824.71,13.02,12,19636.21,2018-12-10,2019-12-05,Monthly,Active,95,217342.45,416630.75,9,1895.38,LO109,BR34,False
LOAN008176,CUST05582,Business,Secured,220274.5,20.35,12,20441.94,2023-09-26,2024-09-20,Monthly,Active,55,92650.13,186684.61,12,47897.26,LO116,BR37,False
LOAN008177,CUST01395,Home,Unsecured,92474.1,8.56,120,1149.52,2022-11-06,2032-09-14,Monthly,Under Review,126,44951.04,170698.3,6,19295.82,LO114,BR37,False
LOAN008178,CUST03737,Personal,Unsecured,524668.88,18.53,60,13474.87,2018-01-29,2023-01-03,Monthly,Active,189,88126.14,66859.41,11,20170.99,LO176,BR35,False
LOAN008179,CUST09264,Personal,Unsecured,89986.7,21.82,24,4660.35,2022-11-18,2024-11-07,Quarterly,Closed,67,67958.35,27732.19,11,2772.57,LO149,BR26,False
LOAN008180,CUST01643,Personal,Unsecured,313680.38,18.13,180,5080.94,2019-10-26,2034-08-08,Monthly,Active,19,292909.73,120311.38,3,28027.53,LO183,BR14,True
LOAN008181,CUST05685,Business,Unsecured,629027.9,,84,12148.79,2020-07-01,2027-05-26,Bi-Annual,Defaulted,218,583874.41,,,,LO191,BR30,False
LOAN008182,CUST01154,Personal,Secured,221977.21,15.15,12,20051.0,2019-04-25,2020-04-19,Monthly,Active,42,104514.08,272903.15,2,35479.06,LO140,BR32,True
LOAN008183,CUST08147,Education,Secured,241825.03,9.05,120,3069.88,2020-12-24,2030-11-02,Quarterly,Closed,76,145540.16,280863.83,12,10847.31,LO181,BR39,True
LOAN008184,CUST08425,Personal,Unsecured,1284490.83,13.31,120,19414.4,2020-09-17,2030-07-27,Monthly,Active,226,1053359.17,1495134.97,14,13844.6,LO189,BR10,False
LOAN008185,CUST08075,Education,Secured,38336.25,14.72,24,1853.7,2023-11-28,2025-11-17,Quarterly,Active,80,26975.26,20109.5,10,8397.05,LO161,BR48,True
LOAN008186,CUST08924,Business,Unsecured,231633.78,14.22,120,3627.2,2023-05-20,2033-03-28,Monthly,Closed,75,77209.56,303300.44,6,25426.72,LO129,BR49,True
LOAN008187,CUST05356,Home,Unsecured,112484.71,8.23,120,1378.46,2021-02-26,2031-01-05,Monthly,Closed,217,102786.01,10846.97,10,11249.72,LO147,BR14,True
LOAN008188,CUST03477,Travel,Unsecured,410321.04,8.85,84,6570.49,2021-05-20,2028-04-13,Monthly,Closed,161,296989.32,187774.53,15,31457.29,LO110,BR49,False
LOAN008189,CUST05035,Medical,Unsecured,735667.91,10.4,84,12365.54,2020-08-04,2027-06-29,Bi-Annual,Closed,125,603020.58,1396184.99,3,17655.83,LO141,BR13,False
LOAN008190,CUST07208,Education,Unsecured,107577.19,14.58,120,1708.03,2023-07-15,2033-05-23,Monthly,Active,80,20846.74,3159.37,11,9970.48,LO184,BR39,False
LOAN008191,CUST09897,Home,Secured,430347.37,8.99,84,6921.71,2020-10-02,2027-08-27,Monthly,Closed,171,216010.7,107714.16,1,16218.25,LO136,BR48,True
