loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken,loan_duration_years,total_repayment,total_interest_paid,default_flag,ltv_ratio,risk_category
LOAN007940,CUST00948,Vehicle,Secured,515488.06,11.01,36,16878.86,2018-05-08,2021-04-22,Quarterly,Active,152,145255.47,354106.69,5.0,18364.82,LO189,BR14,True,3.0,607638.96,92150.9,False,1.4557,Low
LOAN007941,CUST07159,Wedding,Unsecured,872040.37,13.41,12,44057.942500000005,2021-01-10,2022-01-05,Monthly,Under Review,118,265278.6,132763.98,2.0,16697.43,LO100,BR10,True,1.0,528695.31,-343345.06,False,6.5684,Low
LOAN007942,CUST09621,Home,Unsecured,229636.29,10.32,180,2512.83,2023-05-27,2038-03-09,Quarterly,Active,15,180998.14,316832.73,5.0,45329.79,LO188,BR34,False,15.0,452309.4,222673.11,False,0.7248,Low
LOAN007943,CUST03122,Home,Secured,346442.92,17.87,180,5546.82,2020-01-25,2034-11-07,Quarterly,Active,131,20779.62,468104.07,11.0,37208.4,LO112,BR20,True,15.0,998427.6,651984.68,False,0.7401,Medium
LOAN007944,CUST02217,Home,Secured,631470.51,18.7,24,31739.59,2019-02-21,2021-02-10,Monthly,Closed,99,362499.07,916704.86,16.0,12148.49,LO117,BR17,True,2.0,761750.16,130279.65,False,0.6888,Medium
LOAN007945,CUST06011,Home,Unsecured,151331.57,13.63,120,2316.12,2021-08-30,2031-07-09,Monthly,Closed,206,62763.25,224763.79,17.0,41827.75,LO111,BR39,True,10.0,277934.4,126602.83,False,0.6733,Medium
LOAN007946,CUST08224,Business,Unsecured,251729.25,17.6,24,12518.76,2020-03-26,2022-03-16,Quarterly,Active,226,112734.37,59810.15,3.0,13188.96,LO158,BR31,False,2.0,300450.24,48720.99,False,4.2088,Low
LOAN007947,CUST00577,Vehicle,Secured,549191.16,11.47,180,6405.12,2021-09-15,2036-06-28,Quarterly,Closed,67,354361.66,943334.7,3.0,11003.22,LO102,BR36,False,15.0,1152921.6,603730.44,False,0.5822,Low
LOAN007948,CUST01090,Home,Unsecured,600615.97,13.62,36,20416.95,2023-04-17,2026-04-01,Monthly,Defaulted,157,310174.92,176538.19,2.0,11094.71,LO178,BR21,False,3.0,735010.2,134394.23,True,3.4022,High
LOAN007949,CUST07281,Home,Secured,502400.25,20.08,12,44057.942500000005,2018-05-11,2019-05-06,Monthly,Active,132,152916.03,568657.2,3.0,48863.5,LO174,BR37,False,1.0,528695.31,26295.06,False,0.8835,Low
LOAN007950,CUST05279,Business,Unsecured,130256.49,7.22,60,2592.78,2018-03-25,2023-02-27,Bi-Annual,Defaulted,151,117039.48,207593.93,15.0,20255.95,LO190,BR48,True,5.0,155566.8,25310.31,True,0.6275,High
LOAN007951,CUST04754,Education,Secured,480055.31,14.08,240,5823.72,2020-04-30,2040-01-16,Quarterly,Active,191,249734.04,228302.64500000002,9.0,25383.190000000002,LO136,BR19,True,20.0,1397692.8,917637.49,False,2.1027,Medium
LOAN007952,CUST00363,Home,Secured,109832.6,7.36,60,2193.52,2021-09-15,2026-08-20,Monthly,Active,136,80828.99,42449.48,14.0,24893.15,LO136,BR23,False,5.0,131611.2,21778.6,False,2.5874,Medium
LOAN007953,CUST09873,Home,Secured,951041.08,13.2,180,12158.4,2023-09-15,2038-06-28,Monthly,Active,134,813103.9975,551288.54,6.0,18359.59,LO175,BR24,False,15.0,2188512.0,1237470.92,False,1.7251,Medium
LOAN007954,CUST04872,Business,Unsecured,76658.04,14.58,60,1806.83,2023-01-18,2027-12-23,Quarterly,Active,14,76260.27,45384.01,5.0,38903.87,LO141,BR45,False,5.0,108409.8,31751.76,False,1.6891,Low
LOAN007955,CUST03772,Travel,Secured,385525.74,18.21,60,9833.92,2018-11-26,2023-10-31,Bi-Annual,Closed,218,155779.46,548276.28,8.0,39145.27,LO159,BR24,False,5.0,590035.2,204509.46,False,0.7032,Medium
LOAN007956,CUST04663,Medical,Unsecured,198451.2,11.24,120,2760.7,2023-06-09,2033-04-17,Monthly,Active,160,28633.0,202317.9,12.0,34468.94,LO108,BR25,False,10.0,331284.0,132832.8,False,0.9809,Medium
LOAN007957,CUST01889,Home,Unsecured,309335.82,18.62,36,11279.68,2018-08-29,2021-08-13,Monthly,Active,190,269114.27,244826.75,1.0,2023.4,LO168,BR14,False,3.0,406068.48,96732.66,False,1.2635,Low
LOAN007958,CUST05867,Education,Secured,85592.91,14.08,180,788.6,2020-02-02,2034-11-15,Monthly,Active,51,37661.55,228302.64500000002,9.0,25383.190000000002,LO108,BR19,True,15.0,141948.0,56355.09,False,0.3749,Medium
LOAN007959,CUST06736,Business,Unsecured,124492.97,10.04,60,2647.56,2018-02-10,2023-01-15,Monthly,Closed,177,16434.17,143138.7,17.0,42389.79,LO126,BR29,True,5.0,158853.6,34360.63,False,0.8697,Medium
LOAN007960,CUST06895,Business,Unsecured,422557.19,15.87,48,11947.27,2018-08-04,2022-07-14,Monthly,Active,32,277346.02,706231.06,1.0,33423.57,LO132,BR36,True,4.0,573468.96,150911.77,False,0.5983,Low
LOAN007961,CUST06895,Home,Unsecured,330555.88,6.62,240,2487.94,2021-12-10,2041-08-27,Monthly,Active,31,197220.32,638066.2,8.0,11771.39,LO114,BR40,False,20.0,597105.6,266549.72,False,0.5181,Medium
LOAN007962,CUST08600,Business,Unsecured,567000.23,16.43,24,27878.73,2021-09-03,2023-08-24,Monthly,Active,125,78100.27,572082.97,10.0,38922.11,LO107,BR34,False,2.0,669089.52,102089.29,False,0.9911,Medium
LOAN007963,CUST09221,Education,Secured,275503.32,17.64,36,9910.42,2022-02-03,2025-01-18,Bi-Annual,Closed,196,31936.31,497254.51,12.0,22547.49,LO123,BR41,False,3.0,356775.12,81271.8,False,0.554,Medium
LOAN007964,CUST01241,Wedding,Unsecured,23260.62,19.55,48,702.26,2018-02-28,2022-02-07,Quarterly,Active,138,21950.52,37162.84,6.0,44354.67,LO176,BR41,False,4.0,33708.48,10447.86,False,0.6259,Medium
LOAN007965,CUST04339,Travel,Unsecured,517493.44,18.33,24,25917.98,2019-03-21,2021-03-10,Monthly,Active,111,346061.43,1032238.31,10.0,9575.71,LO103,BR22,False,2.0,622031.52,104538.08,False,0.5013,Medium
LOAN007966,CUST01100,Medical,Unsecured,502287.81,20.98,12,44057.942500000005,2024-02-05,2025-01-30,Monthly,Active,159,462721.3,452413.1,13.0,23674.23,LO155,BR38,False,1.0,528695.31,26407.5,False,1.1102,Medium
LOAN007967,CUST06308,Personal,Secured,1165201.61,14.72,60,27549.1,2023-01-22,2027-12-27,Monthly,Active,6,357861.8,50238.71,1.0,8853.92,LO115,BR46,False,5.0,1652946.0,487744.39,False,23.1933,Low
LOAN007968,CUST00961,Personal,Unsecured,260298.99,18.01,180,4193.78,2023-12-07,2038-09-19,Monthly,Active,86,157882.16,56866.71,13.0,35282.98,LO149,BR44,True,15.0,754880.4,494581.41,False,4.5774,Medium
LOAN007969,CUST00419,Vehicle,Secured,64137.97,19.08,60,1666.6,2024-06-29,2029-06-03,Monthly,Active,32,19652.83,96291.75,19.0,44976.21,LO172,BR45,False,5.0,99996.0,35858.03,False,0.6661,Medium
LOAN007970,CUST09460,Home,Unsecured,151147.76,16.33,120,2563.09,2018-02-18,2027-12-28,Monthly,Active,148,143728.41,245852.73,5.0,29748.57,LO112,BR47,True,10.0,307570.8,156423.04,False,0.6148,Low
LOAN007971,CUST01619,Personal,Secured,568665.59,20.92,36,21401.16,2018-08-22,2021-08-06,Monthly,Under Review,185,154420.59,409653.22,17.0,47733.65,LO190,BR11,False,3.0,770441.76,201776.17,False,1.3882,Medium
LOAN007972,CUST03608,Business,Secured,306826.04,13.83,12,27524.49,2021-08-23,2022-08-18,Monthly,Active,190,148539.71,70821.7,12.0,40858.39,LO169,BR10,False,1.0,330293.88,23467.84,False,4.3324,Medium
LOAN007973,CUST03965,Home,Secured,811352.94,9.99,12,44057.942500000005,2020-02-06,2021-01-31,Monthly,Closed,75,574718.36,1150617.9,0.0,21880.59,LO197,BR42,True,1.0,528695.31,-282657.63,False,0.7051,Low
LOAN007974,CUST08628,Education,Secured,739207.94,10.61,240,7434.8,2020-12-15,2040-09-01,Monthly,Active,19,114928.74,938643.56,2.0,49973.55,LO142,BR29,False,20.0,1784352.0,1045144.06,False,0.7875,Low
LOAN007975,CUST08898,Medical,Unsecured,112336.12,12.06,240,1241.62,2019-08-15,2039-05-02,Monthly,Defaulted,222,69387.25,12370.09,3.0,35832.87,LO127,BR23,False,20.0,297988.8,185652.68,True,9.0813,High
LOAN007976,CUST08846,Personal,Unsecured,147167.4,17.92,60,3730.68,2020-07-10,2025-06-14,Monthly,Active,224,62066.1,161100.03,14.0,10149.58,LO153,BR42,False,5.0,223840.8,76673.4,False,0.9135,Medium
LOAN007977,CUST08232,Home,Secured,120394.58,15.13,120,1951.98,2019-06-21,2029-04-29,Bi-Annual,Active,155,96640.65,59610.38,19.0,49849.95,LO109,BR27,True,10.0,234237.6,113843.02,False,2.0197,Medium
LOAN007978,CUST05871,Education,Unsecured,358552.27,20.99,84,8177.19,2021-12-26,2028-11-19,Monthly,Closed,197,215756.47,83146.44,15.0,21327.41,LO107,BR45,False,7.0,686883.96,328331.69,False,4.3123,Medium
LOAN007979,CUST01788,Business,Secured,74568.44,20.43,240,1292.0,2021-11-18,2041-08-05,Monthly,Closed,71,7434.65,27066.1,6.0,26523.42,LO153,BR33,False,20.0,310080.0,235511.56,False,2.755,Medium
LOAN007980,CUST01642,Vehicle,Secured,204037.1,13.59,60,4704.33,2020-12-20,2025-11-24,Monthly,Active,130,33225.86,85603.4,7.0,31629.53,LO163,BR17,True,5.0,282259.8,78222.7,False,2.3835,Medium
LOAN007981,CUST07532,Personal,Secured,345199.87,12.64,36,11571.38,2020-04-07,2023-03-23,Monthly,Active,118,89162.73,110571.38,13.0,15347.46,LO103,BR33,False,3.0,416569.68,71369.81,False,3.122,Medium
LOAN007982,CUST08179,Personal,Unsecured,1171850.09,21.54,12,44057.942500000005,2020-03-17,2021-03-12,Quarterly,Active,216,404522.92,426736.04,7.0,12129.15,LO159,BR48,False,1.0,528695.31,-643154.78,False,2.7461,Medium
LOAN007983,CUST06382,Business,Secured,299347.25,13.96,24,14366.87,2020-11-21,2022-11-11,Monthly,Defaulted,91,128746.93,322298.98,7.0,14802.32,LO150,BR34,False,2.0,344804.88,45457.63,True,0.9288,High
LOAN007984,CUST02939,Business,Unsecured,129332.07,21.86,180,2451.09,2019-12-02,2034-09-14,Bi-Annual,Closed,78,86636.37,11636.27,0.0,5753.88,LO175,BR48,False,15.0,441196.2,311864.13,False,11.1146,Low
LOAN007985,CUST02689,Business,Secured,76186.19,10.17,24,3521.59,2020-05-12,2022-05-02,Bi-Annual,Defaulted,118,27366.01,45409.55,15.0,41633.26,LO148,BR45,False,2.0,84518.16,8331.97,True,1.6778,High
LOAN007986,CUST06167,Business,Unsecured,494304.04,20.3,36,18445.75,2019-12-15,2022-11-29,Monthly,Active,38,226985.85,107558.61,7.0,4282.96,LO161,BR16,False,3.0,664047.0,169742.96,False,4.5957,Medium
LOAN007987,CUST09985,Education,Unsecured,511375.88,10.68,180,5709.94,2018-12-10,2033-09-22,Monthly,Active,58,460396.12,635872.06,11.0,35359.59,LO100,BR23,False,15.0,1027789.2,516413.32,False,0.8042,Medium
LOAN007988,CUST09772,Travel,Secured,200610.66,16.47,24,9867.63,2019-12-10,2021-11-29,Monthly,Active,8,38517.26,380347.73,2.0,23951.3,LO123,BR18,False,2.0,236823.12,36212.46,False,0.5274,Low
LOAN007989,CUST05997,Education,Secured,155324.92,21.99,48,4892.84,2021-05-23,2025-05-02,Monthly,Closed,234,75302.03,13805.1,7.0,10220.11,LO141,BR20,False,4.0,234856.32,79531.4,False,11.2513,Medium
LOAN007990,CUST09391,Education,Secured,146402.07,15.39,120,2397.06,2020-03-26,2030-02-02,Monthly,Active,161,47915.78,262260.83,16.0,17641.63,LO190,BR14,False,10.0,287647.2,141245.13,False,0.5582,Medium
LOAN007991,CUST01564,Vehicle,Secured,417675.71,19.34,60,10913.03,2018-01-30,2023-01-04,Monthly,Defaulted,222,336989.93,639155.58,0.0,19491.19,LO167,BR20,False,5.0,654781.8,237106.09,True,0.6535,High
LOAN007992,CUST00480,Wedding,Unsecured,240969.03,10.36,48,6153.34,2019-08-01,2023-07-11,Monthly,Active,37,6803.68,262425.75,13.0,37188.04,LO179,BR28,False,4.0,295360.32,54391.29,False,0.9182,Medium
LOAN007993,CUST02682,Education,Unsecured,335337.46,15.25,48,9375.24,2021-09-17,2025-08-27,Quarterly,Active,110,54474.39,636673.67,10.0,16694.5,LO115,BR46,True,4.0,450011.52,114674.06,False,0.5267,Medium
LOAN007994,CUST09815,Home,Secured,383789.36,13.73,180,5041.65,2023-10-12,2038-07-25,Monthly,Active,182,112520.33,169388.87,9.0,4201.43,LO116,BR33,True,15.0,907497.0,523707.64,False,2.2657,Medium
LOAN007995,CUST01891,Home,Secured,292204.28,12.3,12,26003.02,2020-04-10,2021-04-05,Monthly,Closed,95,254429.35,25787.05,10.0,15137.71,LO160,BR27,True,1.0,312036.24,19831.96,False,11.3314,Medium
LOAN007996,CUST05148,Personal,Unsecured,853690.94,7.45,240,6851.2,2020-10-05,2040-06-22,Quarterly,Defaulted,232,594822.17,1338118.07,11.0,8456.07,LO113,BR22,False,20.0,1644288.0,790597.06,True,0.638,High
LOAN007997,CUST02501,Travel,Secured,762282.18,18.01,24,38059.94,2018-03-09,2020-02-27,Monthly,Closed,13,315221.11,187654.94,5.0,36204.55,LO160,BR20,True,2.0,913438.56,151156.38,False,4.0621,Low
LOAN007998,CUST03567,Travel,Unsecured,307566.99,21.64,240,5623.57,2020-06-12,2040-02-28,Quarterly,Active,104,281700.45,512290.16,13.0,21194.11,LO161,BR47,False,20.0,1349656.8,1042089.81,False,0.6004,Medium
LOAN007999,CUST02228,Business,Secured,755438.72,16.15,36,26614.96,2022-06-26,2025-06-10,Monthly,Active,165,350489.41,1386831.93,6.0,10832.82,LO131,BR46,True,3.0,958138.56,202699.84,False,0.5447,Medium
LOAN008000,CUST06064,Education,Secured,337754.57,7.69,240,2760.3,2018-10-27,2038-07-14,Bi-Annual,Active,79,46606.16,167907.95,2.0,39588.3,LO120,BR11,True,20.0,662472.0,324717.43,False,2.0115,Low
LOAN008001,CUST02577,Personal,Unsecured,1138537.86,16.82,84,23148.66,2020-09-05,2027-07-31,Monthly,Defaulted,9,799531.29,1577418.3025,16.0,36835.99,LO150,BR22,False,7.0,1944487.44,805949.58,True,0.7218,High
LOAN008002,CUST03205,Home,Unsecured,412534.74,21.98,84,9658.92,2019-07-08,2026-06-01,Quarterly,Under Review,191,378756.06,440165.06,1.0,42790.3,LO168,BR19,True,7.0,811349.28,398814.54,False,0.9372,Low
LOAN008003,CUST06329,Personal,Secured,52222.69,18.14,48,1537.86,2019-07-27,2023-07-06,Monthly,Closed,17,4872.88,36288.62,4.0,10172.33,LO183,BR31,True,4.0,73817.28,21594.59,False,1.4391,Low
LOAN008004,CUST09184,Wedding,Secured,524921.77,13.06,12,44057.942500000005,2023-07-06,2024-06-30,Quarterly,Closed,63,164343.72,293619.62,5.0,23642.66,LO141,BR23,False,1.0,528695.31,3773.54,False,1.7878,Low
LOAN008005,CUST04057,Business,Secured,345402.28,21.67,180,6496.57,2022-09-27,2037-07-10,Quarterly,Under Review,185,243284.51,542353.21,14.0,8312.12,LO191,BR36,False,15.0,1169382.6,823980.32,False,0.6369,Medium
LOAN008006,CUST09634,Personal,Unsecured,305799.82,20.62,84,6905.27,2018-03-02,2025-01-24,Monthly,Active,154,60697.57,405221.97,15.0,9473.85,LO182,BR16,False,7.0,580042.68,274242.86,False,0.7546,Medium
LOAN008007,CUST08754,Vehicle,Unsecured,100390.43,18.54,12,9229.61,2020-11-11,2021-11-06,Monthly,Active,110,33321.33,169343.79,6.0,37443.7,LO163,BR29,True,1.0,110755.32,10364.89,False,0.5928,Medium
LOAN008008,CUST09345,Personal,Unsecured,330556.98,20.93,36,12441.88,2023-06-04,2026-05-19,Monthly,Defaulted,202,219428.87,405550.03,1.0,24378.89,LO168,BR27,True,3.0,447907.68,117350.7,True,0.8151,High
LOAN008009,CUST06018,Vehicle,Secured,1005750.53,18.48,12,44057.942500000005,2020-12-15,2021-12-10,Quarterly,Closed,96,31704.75,717930.8,2.0,20324.45,LO197,BR24,False,1.0,528695.31,-477055.22,False,1.4009,Low
LOAN008010,CUST08082,Home,Unsecured,300218.33,21.64,180,5639.94,2021-05-06,2036-02-17,Bi-Annual,Active,233,252346.94,216710.67,0.0,38769.36,LO109,BR43,False,15.0,1015189.2,714970.87,False,1.3853,Low
LOAN008011,CUST08205,Vehicle,Unsecured,218588.33,18.25,60,5580.48,2023-07-27,2028-06-30,Monthly,Active,36,417.46,398809.45,16.0,6884.55,LO107,BR10,True,5.0,334828.8,116240.47,False,0.5481,Medium
LOAN008012,CUST02454,Personal,Secured,89641.44,8.8,60,1852.12,2020-07-30,2025-07-04,Bi-Annual,Active,147,29522.75,119659.7,3.0,44486.93,LO144,BR32,False,5.0,111127.2,21485.76,False,0.7491,Low
LOAN008013,CUST00647,Wedding,Unsecured,168764.26,8.04,60,3425.16,2018-02-18,2023-01-23,Monthly,Defaulted,130,42210.75,284367.44,1.0,26469.92,LO194,BR14,True,5.0,205509.6,36745.34,True,0.5935,High
LOAN008014,CUST01696,Home,Unsecured,323031.17,10.32,84,5416.26,2023-10-05,2030-08-29,Monthly,Closed,212,252763.8,492154.03,16.0,6507.84,LO116,BR30,False,7.0,454965.84,131934.67,False,0.6564,Medium
LOAN008015,CUST00706,Personal,Secured,454944.78,8.63,180,4514.76,2019-02-22,2033-12-05,Monthly,Defaulted,203,13459.92,185166.29,14.0,14234.32,LO164,BR42,True,15.0,812656.8,357712.02,True,2.457,High
LOAN008016,CUST08119,Medical,Unsecured,132651.64,15.25,240,1771.3,2019-05-11,2039-01-26,Monthly,Active,48,115201.19,120575.49,11.0,47356.42,LO175,BR47,True,20.0,425112.0,292460.36,False,1.1002,Medium
LOAN008017,CUST04335,Personal,Secured,165461.44,16.74,36,5877.76,2018-05-06,2021-04-20,Bi-Annual,Active,135,73732.49,27749.15,8.0,45275.83,LO137,BR31,False,3.0,211599.36,46137.92,False,5.9628,Medium
LOAN008018,CUST05937,Wedding,Unsecured,214847.43,8.44,60,4401.71,2022-12-28,2027-12-02,Monthly,Active,100,154929.54,359455.68,11.0,19136.32,LO108,BR21,True,5.0,264102.6,49255.17,False,0.5977,Medium
LOAN008019,CUST07428,Home,Unsecured,141653.62,6.61,12,12231.37,2024-03-28,2025-03-23,Bi-Annual,Closed,223,33941.29,158476.38,6.0,12769.9,LO152,BR38,False,1.0,146776.44,5122.82,False,0.8938,Medium
LOAN008020,CUST01438,Home,Secured,459270.86,17.31,120,8072.46,2018-02-24,2028-01-03,Monthly,Active,199,326599.02,838598.91,18.0,33989.54,LO184,BR40,True,10.0,968695.2,509424.34,False,0.5477,Medium
LOAN008021,CUST04972,Business,Secured,329123.7,7.28,84,5012.53,2024-04-06,2031-03-01,Monthly,Closed,107,50519.78,110748.93,3.0,8730.72,LO188,BR43,False,7.0,421052.52,91928.82,False,2.9718,Low
LOAN008022,CUST04150,Wedding,Unsecured,139680.42,17.68,84,2909.64,2023-06-22,2030-05-16,Quarterly,Closed,142,93730.54,257956.41,13.0,19343.36,LO170,BR24,False,7.0,244409.76,104729.34,False,0.5415,Medium
LOAN008023,CUST06430,Home,Secured,257907.9,7.59,36,8033.2,2022-09-14,2025-08-29,Monthly,Defaulted,2,175744.79,457652.08,2.0,40094.77,LO154,BR28,False,3.0,289195.2,31287.3,True,0.5635,High
LOAN008024,CUST07920,Vehicle,Unsecured,544695.97,21.43,12,44057.942500000005,2022-04-09,2023-04-04,Monthly,Active,86,520046.96,175393.2,13.0,6570.01,LO129,BR13,True,1.0,528695.31,-16000.66,False,3.1056,Medium
LOAN008025,CUST08493,Personal,Secured,375993.77,10.37,24,17414.48,2023-05-23,2025-05-12,Quarterly,Active,51,265865.99,573562.65,9.0,5348.81,LO109,BR28,True,2.0,417947.52,41953.75,False,0.6555,Medium
LOAN008026,CUST07697,Personal,Unsecured,85932.68,7.55,36,2675.01,2023-12-02,2026-11-16,Quarterly,Closed,202,72391.52,80882.63,15.0,23366.3,LO164,BR36,True,3.0,96300.36,10367.68,False,1.0624,Medium
LOAN008027,CUST04576,Business,Unsecured,421111.57,16.14,240,5903.02,2021-06-03,2041-02-18,Quarterly,Active,61,28035.88,222387.33,3.0,42496.58,LO145,BR36,True,20.0,1416724.8,995613.23,False,1.8936,Low
LOAN008028,CUST06556,Education,Secured,308481.65,14.08,36,11105.98,2021-10-22,2024-10-06,Monthly,Active,85,184504.76,228302.64500000002,9.0,25383.190000000002,LO147,BR32,True,3.0,399815.28,91333.63,False,1.3512,Medium
LOAN008029,CUST03417,Personal,Unsecured,253659.32,20.82,60,6836.68,2020-04-24,2025-03-29,Monthly,Closed,181,91599.56,403693.91,16.0,22261.91,LO116,BR13,False,5.0,410200.8,156541.48,False,0.6283,Medium
LOAN008030,CUST01951,Vehicle,Unsecured,317313.26,19.3,48,9538.01,2020-03-22,2024-03-01,Monthly,Closed,237,93673.63,104075.8,14.0,34852.08,LO184,BR28,False,4.0,457824.48,140511.22,False,3.0489,Medium
LOAN008031,CUST07855,Home,Unsecured,449160.04,10.86,60,9734.5,2021-04-03,2026-03-08,Monthly,Active,6,72638.98,854369.94,7.0,30923.44,LO140,BR37,False,5.0,584070.0,134909.96,False,0.5257,Medium
LOAN008032,CUST01243,Personal,Unsecured,375709.78,9.6,180,3945.96,2020-02-23,2034-12-06,Monthly,Active,195,87698.24,396759.33,19.0,26728.31,LO153,BR25,False,15.0,710272.8,334563.02,False,0.9469,Medium
LOAN008033,CUST05892,Personal,Unsecured,592042.44,14.08,12,44057.942500000005,2020-09-19,2021-09-14,Monthly,Active,145,357372.82,228302.64500000002,9.0,25383.190000000002,LO158,BR42,False,1.0,528695.31,-63347.13,False,2.5932,Medium
LOAN008034,CUST00328,Home,Unsecured,365723.24,10.24,12,32193.72,2021-12-07,2022-12-02,Monthly,Active,47,270096.53,489824.21,16.0,4618.56,LO148,BR21,True,1.0,386324.64,20601.4,False,0.7466,Medium
LOAN008035,CUST04537,Wedding,Secured,1385075.8175,17.66,60,44057.942500000005,2023-02-28,2028-02-02,Quarterly,Closed,55,813103.9975,1577418.3025,5.0,9059.98,LO190,BR43,False,5.0,2643476.55,1258400.73,False,0.8781,Low
LOAN008036,CUST01810,Home,Secured,415287.58,17.33,84,8566.12,2023-09-30,2030-08-24,Monthly,Closed,172,158692.2,306972.18,7.0,37321.52,LO162,BR21,False,7.0,719554.08,304266.5,False,1.3529,Medium
LOAN008037,CUST09079,Home,Unsecured,221017.35,15.18,24,10735.3,2021-05-02,2023-04-22,Monthly,Defaulted,219,182875.58,335720.11,3.0,46177.83,LO169,BR24,True,2.0,257647.2,36629.85,True,0.6583,High
LOAN008038,CUST06563,Vehicle,Unsecured,139212.64,7.59,24,6270.21,2020-06-16,2022-06-06,Monthly,Closed,223,80393.51,136629.73,8.0,46762.48,LO156,BR20,False,2.0,150485.04,11272.4,False,1.0189,Medium
LOAN008039,CUST01611,Home,Secured,533828.99,21.28,12,44057.942500000005,2023-02-10,2024-02-05,Monthly,Closed,141,431403.92,617289.75,2.0,40995.23,LO178,BR36,False,1.0,528695.31,-5133.68,False,0.8648,Low
LOAN008040,CUST09125,Travel,Unsecured,226233.81,11.92,84,3983.97,2018-06-11,2025-05-05,Monthly,Defaulted,132,85478.86,161435.48,5.0,17604.93,LO184,BR36,False,7.0,334653.48,108419.67,True,1.4014,High
LOAN008041,CUST09996,Wedding,Secured,335287.73,19.12,12,30918.18,2018-10-13,2019-10-08,Quarterly,Active,236,213021.43,397245.42,2.0,42104.53,LO100,BR44,False,1.0,371018.16,35730.43,False,0.844,Low
LOAN008042,CUST02365,Personal,Unsecured,253014.78,18.86,120,4699.96,2018-10-29,2028-09-06,Monthly,Closed,107,243043.66,333987.0,14.0,2741.46,LO141,BR12,False,10.0,563995.2,310980.42,False,0.7576,Medium
LOAN008043,CUST09531,Personal,Unsecured,241229.15,11.1,120,3336.6,2023-09-10,2033-07-19,Monthly,Defaulted,167,15577.5,120285.49,11.0,32319.58,LO194,BR45,True,10.0,400392.0,159162.85,True,2.0055,High
LOAN008044,CUST08264,Medical,Unsecured,70372.16,10.35,240,695.51,2018-07-07,2038-03-24,Monthly,Closed,145,47314.53,129761.12,8.0,30939.29,LO138,BR34,False,20.0,166922.4,96550.24,False,0.5423,Medium
LOAN008045,CUST00043,Education,Unsecured,411075.51,14.8,240,5352.35,2020-03-26,2039-12-12,Monthly,Closed,156,299665.02,419962.64,3.0,47528.12,LO115,BR35,True,20.0,1284564.0,873488.49,False,0.9788,Low
LOAN008046,CUST02369,Personal,Secured,317156.97,12.05,60,7063.0,2020-03-21,2025-02-23,Monthly,Active,208,17105.12,235128.1,14.0,38606.71,LO110,BR22,False,5.0,423780.0,106623.03,False,1.3489,Medium
LOAN008047,CUST05922,Medical,Secured,111816.04,20.76,240,1966.47,2022-06-22,2042-03-09,Monthly,Active,110,77569.28,155844.48,1.0,45297.74,LO154,BR15,True,20.0,471952.8,360136.76,False,0.7175,Low
LOAN008048,CUST07068,Personal,Unsecured,617847.17,20.65,24,31642.36,2018-12-09,2020-11-28,Monthly,Active,148,352169.39,1160975.82,1.0,44709.68,LO185,BR32,False,2.0,759416.64,141569.47,False,0.5322,Low
LOAN008049,CUST06977,Travel,Unsecured,71697.17,18.46,84,1526.31,2020-04-18,2027-03-13,Monthly,Active,225,20472.19,78115.57,14.0,43579.32,LO195,BR20,False,7.0,128210.04,56512.87,False,0.9178,Medium
LOAN008050,CUST00162,Vehicle,Secured,383457.87,6.83,36,11810.28,2022-05-24,2025-05-08,Monthly,Closed,148,128009.77,254003.61,12.0,26858.93,LO148,BR50,True,3.0,425170.08,41712.21,False,1.5097,Medium
LOAN008051,CUST04540,Business,Unsecured,406799.17,19.61,12,37607.75,2020-05-20,2021-05-15,Quarterly,Active,40,257126.55,539878.99,1.0,25587.44,LO176,BR41,False,1.0,451293.0,44493.83,False,0.7535,Low
LOAN008052,CUST05656,Vehicle,Unsecured,285024.45,16.67,60,7033.12,2023-05-24,2028-04-27,Quarterly,Active,97,144998.93,525378.45,10.0,36819.76,LO111,BR16,True,5.0,421987.2,136962.75,False,0.5425,Medium
LOAN008053,CUST01644,Business,Unsecured,1385075.8175,14.62,36,44057.942500000005,2021-08-29,2024-08-13,Monthly,Active,181,813103.9975,945146.5,1.0,25927.4,LO111,BR38,False,3.0,1586085.93,201010.11,False,1.4655,Low
LOAN008054,CUST06297,Medical,Unsecured,1385075.8175,12.55,24,44057.942500000005,2018-04-09,2020-03-29,Quarterly,Active,126,813103.9975,1577418.3025,16.0,41542.55,LO145,BR38,False,2.0,1057390.62,-327685.2,False,0.8781,Medium
LOAN008055,CUST07589,Travel,Secured,126718.86,16.06,36,4458.81,2022-09-23,2025-09-07,Monthly,Defaulted,198,75682.5,56162.49,8.0,10896.68,LO126,BR36,True,3.0,160517.16,33798.3,True,2.2563,High
LOAN008056,CUST09613,Education,Unsecured,148300.35,14.08,60,3185.35,2018-03-31,2023-03-05,Quarterly,Active,17,74231.04,228302.64500000002,9.0,25383.190000000002,LO136,BR39,True,5.0,191121.0,42820.65,False,0.6496,Medium
